,Host Since,Country,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,Day,Month
319757,2013-12-02,Hong Kong,22.301639402474528,114.1758182442464,5.0,1.0,2.0,4.0,900.0,199.0,4.0,100.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12
319801,2014-03-17,Hong Kong,22.30536029036568,114.18727988512566,1.0,1.0,1.0,1.0,248.0,0.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3
319803,2013-05-06,Hong Kong,22.31529441448094,114.1870547028654,4.0,1.0,2.0,3.0,892.0,400.0,1.0,0.0,4.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5
319805,2014-09-10,Hong Kong,22.29265767318157,113.94664253744236,2.0,2.0,1.0,1.0,496.0,0.0,1.0,0.0,2.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,9
319806,2013-09-08,Hong Kong,22.2223435759375,114.1102898598904,2.0,1.0,1.0,2.0,302.0,70.0,1.0,70.0,1.0,1125.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,9
319808,2014-11-17,Hong Kong,22.29698784805113,114.01204195968282,2.0,1.5,1.0,1.0,799.0,0.0,1.0,0.0,3.0,1125.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,11
319809,2015-06-17,Hong Kong,22.22852536934113,114.11437033483968,2.0,1.0,1.0,2.0,419.0,0.0,1.0,0.0,2.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6
319811,2016-04-27,Hong Kong,22.255372544208047,113.86177728408715,6.0,2.0,2.0,2.0,783.0,50.0,1.0,200.0,1.0,1125.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4
319814,2014-12-01,Hong Kong,22.371031019928576,114.00156776974762,4.0,1.0,2.0,2.0,698.0,350.0,2.0,0.0,1.0,1125.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12
319816,2015-07-16,Hong Kong,22.31428699718973,114.22306808019748,4.0,1.0,2.0,3.0,791.0,0.0,1.0,300.0,1.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,7
319839,2014-05-06,Hong Kong,22.277341632867284,114.17071895939247,5.0,1.0,2.0,4.0,651.0,200.0,1.0,0.0,3.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5
319840,2011-07-12,Hong Kong,22.27470993615935,114.17536180777066,2.0,1.0,0.0,1.0,683.0,302.0,2.0,155.0,4.0,1000.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7
319841,2015-06-09,Hong Kong,22.27476206644281,114.17331545621778,2.0,1.0,0.0,1.0,496.0,200.0,1.0,0.0,2.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6
319843,2016-05-15,Hong Kong,22.280553753384066,114.18610465345506,2.0,1.0,0.0,1.0,799.0,50.0,1.0,0.0,10.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,5
319844,2014-11-21,Hong Kong,22.278786419334192,114.1796747225258,2.0,1.0,0.0,1.0,496.0,120.0,1.0,0.0,10.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,11
319845,2015-06-01,Hong Kong,22.27672769885633,114.18068168323995,2.0,1.0,1.0,2.0,388.0,0.0,1.0,0.0,1.0,1125.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6
319847,2012-12-24,Hong Kong,22.27110619589563,114.17399200636814,1.0,1.0,1.0,1.0,396.0,0.0,1.0,0.0,1.0,90.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12
