,Host Since,Country,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,Day,Month
10847,2013-09-05,Italy,41.85371289406446,12.476053049870153,2.0,0.0,1.0,0.0,27.0,8.0,1.0,13.0,1.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,9
10848,2015-05-17,Italy,41.85359575101352,12.480218963980686,2.0,1.0,1.0,1.0,40.0,0.0,2.0,20.0,4.0,1125.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,5
10850,2016-11-03,Italy,41.86692349115412,12.48745162318292,1.0,1.0,1.0,1.0,42.0,0.0,1.0,0.0,1.0,20.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,11
10852,2015-12-23,Italy,41.863778884553454,12.481997853873402,7.0,2.0,0.0,7.0,70.0,40.0,1.0,0.0,1.0,1125.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,12
10855,2011-06-04,Italy,41.85574973967555,12.480661155690616,2.0,1.0,1.0,1.0,52.0,20.0,2.0,0.0,2.0,30.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,6
10858,2012-09-20,Italy,41.88838444593304,12.497540804724242,2.0,1.0,1.0,1.0,50.0,30.0,1.0,0.0,2.0,1125.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,9
10861,2013-07-01,Italy,41.90071397445367,12.468832755661548,4.0,1.0,2.0,2.0,79.0,40.0,2.0,15.0,2.0,29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7
10862,2014-02-04,Italy,41.89675339623329,12.488527063703389,4.0,1.0,1.0,2.0,65.0,30.0,2.0,10.0,2.0,29.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2
10863,2014-04-23,Italy,41.90985531323936,12.4506158638002,3.0,0.5,1.0,2.0,49.0,0.0,2.0,10.0,1.0,30.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4
10865,2015-02-19,Italy,41.89534043313288,12.506887241071473,3.0,1.0,1.0,3.0,59.0,0.0,2.0,20.0,1.0,14.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2
10866,2012-08-17,Italy,41.89484848659167,12.48848217151259,2.0,1.0,1.0,1.0,85.0,35.0,1.0,0.0,2.0,200.0,118.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,8
10867,2011-07-12,Italy,41.840780481821405,12.542923151312756,5.0,2.0,2.0,3.0,75.0,30.0,2.0,10.0,10.0,30.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7
10868,2014-11-20,Italy,41.87234968367059,12.528237116654113,2.0,1.0,1.0,1.0,45.0,5.0,1.0,0.0,1.0,1125.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,11
10869,2015-03-01,Italy,41.88280038597135,12.517471809546684,2.0,1.0,1.0,1.0,28.0,0.0,1.0,0.0,1.0,1125.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,3
10870,2015-06-22,Italy,41.88155595816284,12.503726981361764,3.0,2.0,2.0,3.0,60.0,25.0,2.0,15.0,2.0,30.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6
10871,2014-01-07,Italy,41.89103309839478,12.51747479211503,4.0,2.0,1.0,2.0,90.0,0.0,2.0,20.0,3.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
10872,2012-04-19,Italy,41.85375773953975,12.47776768206035,2.0,1.0,1.0,1.0,50.0,0.0,1.0,0.0,1.0,1125.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4
10873,2016-09-21,Italy,41.837819451148384,12.542718346510387,3.0,1.0,1.0,2.0,50.0,0.0,2.0,10.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,9
10874,2016-09-12,Italy,41.86889228883112,12.488018571532498,2.0,2.0,1.0,1.0,32.0,0.0,1.0,0.0,1.0,7.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9
10875,2015-10-12,Italy,41.8731429242822,12.480272224445637,4.0,1.0,2.0,2.0,89.0,0.0,2.0,10.0,1.0,1125.0,136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10
10876,2016-07-13,Italy,41.85160077578182,12.478446721093992,3.0,1.0,2.0,2.0,80.0,13.0,1.0,0.0,1.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7
10877,2013-10-26,Italy,41.856587699815606,12.475358679071462,2.0,1.0,1.0,1.0,50.0,10.0,1.0,0.0,1.0,30.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5,10
10878,2011-06-10,Italy,41.86237901199456,12.47922654286227,10.0,2.0,1.0,6.0,24.0,0.0,2.0,12.0,1.0,9999.0,140.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,6
10879,2013-01-21,Italy,41.87333351883535,12.479232287431769,7.0,1.0,1.0,7.0,95.0,0.0,1.0,0.0,2.0,1125.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
10880,2015-08-02,Italy,41.84622010205665,12.483437756320305,2.0,1.0,1.0,2.0,23.0,30.0,1.0,15.0,2.0,1125.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,8
10881,2008-12-03,Italy,41.86258408207893,12.479235907633734,2.0,1.0,1.0,1.0,50.0,15.0,1.0,0.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,12
10882,2013-05-25,Italy,41.84257868266647,12.512932110576784,6.0,2.0,2.0,4.0,70.0,70.0,1.0,0.0,4.0,1125.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5
10884,2012-06-02,Italy,41.87175164139659,12.476686937975243,4.0,2.0,2.0,4.0,107.0,70.0,1.0,0.0,3.0,730.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,6
10885,2014-09-24,Italy,41.860664764580925,12.494545948935158,4.0,2.0,2.0,2.0,73.0,20.0,3.0,25.0,2.0,14.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,9
10886,2014-02-01,Italy,41.88208395435485,12.503606873887136,3.0,1.0,1.0,2.0,60.0,20.0,1.0,20.0,1.0,30.0,154.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,2
10887,2011-12-05,Italy,41.8561124700072,12.556372747683676,3.0,1.0,1.0,2.0,27.0,10.0,1.0,10.0,2.0,1125.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12
10889,2012-03-23,Italy,41.876767029525375,12.519539151939098,2.0,0.5,1.0,1.0,30.0,10.0,1.0,0.0,2.0,1125.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3
10890,2012-06-12,Italy,41.86189956315259,12.548817927555636,3.0,1.0,1.0,3.0,86.0,0.0,1.0,10.0,7.0,90.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6
10891,2012-12-13,Italy,41.88708153831288,12.5150152570958,2.0,1.0,1.0,2.0,42.0,0.0,1.0,0.0,1.0,1125.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,12
10892,2013-06-21,Italy,41.87408512389301,12.51229378517638,2.0,1.0,1.0,1.0,50.0,0.0,1.0,0.0,2.0,15.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,6
10893,2015-01-07,Italy,41.87971987715607,12.513239727981706,3.0,1.0,1.0,1.0,19.0,0.0,2.0,10.0,2.0,60.0,146.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1
